"Name","Gross Export","Share"
"Aruba","11478012","0.0008646098223406842"
"Afghanistan","55900599","0.004210851754652969"
"Angola","287300193","0.021641602119615688"
"Anguilla","1412413","0.00010639352468020359"
"Albania","348064963","0.026218859661624926"
"Andorra","46029400","0.0034672791208484794"
"United Arab Emirates","16161995511","1.2174425386065677"
"Argentina","2877590049","0.2167616326795277"
"Armenia","175041860","0.013185463778638926"
"Antigua and Barbuda","15053657","0.0011339541816429185"
"Australia","10016208995","0.7544958726035583"
"Austria","65441062950","4.929510947626213"
"Azerbaijan","368303323","0.027743364501319017"
"Burundi","13651063","0.0010283002975769225"
"Belgium","45884477559","3.45636247727238"
"Benin","49248803","0.0037097886648246544"
"Bonaire","1008916","0.00007599910886281299"
"Burkina Faso","61024513","0.004596823329977071"
"Bangladesh","777431095","0.05856193223443865"
"Bulgaria","3869489711","0.29147894352931636"
"Bahrain","391496416","0.02949044195848328"
"The Bahamas","429450645","0.03234943872488914"
"Bosnia and Herzegovina","929288513","0.0700009702140204"
"Saint Barthélemy","1358746","0.00010235092432958909"
"Belarus","1304921138","0.0982964326309106"
"Belize","7230663","0.0005446676873865753"
"Bermuda","9555073","0.0007197596560259972"
"Bolivia","156799540","0.011811315620030804"
"Brazil","9535598610","0.7182926991280525"
"Barbados","26233586","0.0019761101600886165"
"Brunei","74134140","0.0055843386132354116"
"Bhutan","5156603","0.0003884339556110796"
"Botswana","80494968","0.00606348381425277"
"Central African Republic","9084724","0.0006843294469159076"
"Canada","10552826790","0.7949179436381416"
"Switzerland","56693116696","4.2705501226578475"
"Chile","2720060434","0.20489532234298627"
"China","84528963060","6.367354532644579"
"Côte d'Ivoire","217058897","0.01635050166985667"
"Cameroon","151753198","0.011431187348681173"
"Democratic Republic of the Congo","91898637","0.006922493565080873"
"Republic of the Congo","90381893","0.00680824104814882"
"Cook Islands","504845","0.000038028706169638325"
"Colombia","1597439275","0.12033108936963836"
"Comoros","5787270","0.0004359405170980455"
"Cabo Verde","8488834","0.0006394425495128913"
"Costa Rica","273607030","0.02061013053475308"
"Cuba","263609925","0.01985707371812219"
"Curaçao","27313533","0.002057459855820539"
"Cayman Islands","833420779","0.06277949453844661"
"Cyprus","756005782","0.0569480172057278"
"Czechia","41991393377","3.1631062214890306"
"Djibouti","24197779","0.0018227579307487343"
"Dominica","1134157","0.00008543319890904831"
"Denmark","19203941391","1.4465846833330913"
"Dominican Republic","251798822","0.018967372987152616"
"Algeria","3589011240","0.2703512045984199"
"Ecuador","424801150","0.03199920394155524"
"Egypt","4924672049","0.3709631794575597"
"Eritrea","11013889","0.000829648602176929"
"Spain","44817116731","3.3759608662729765"
"Estonia","1825547834","0.1375139343319349"
"Ethiopia","385211927","0.029017047182646492"
"Finland","10215294958","0.7694925182857508"
"Fiji","10125090","0.0007626976053068631"
"Falkland Islands","595611","0.00004486588103359339"
"France","111851339839","8.425480568130203"
"Faroe Islands","104265573","0.007854063800227743"
"Micronesia","269313","0.00002028667203728631"
"Gabon","43455197","0.0032733708727564876"
"United Kingdom","94831435829","7.14341393652696"
"Georgia","389110400","0.029310709364558308"
"Ghana","338074317","0.0254662893852453"
"Gibraltar","23967387","0.001805403079909694"
