"Name","Gross Export","Share"
"Aruba","5219299","0.0004140238188858664"
"Afghanistan","358596318","0.02844585393877043"
"Angola","348747246","0.027664570781411203"
"Anguilla","2072887","0.00016443292324483939"
"Albania","210434269","0.016692816348677416"
"Andorra","49979430","0.00396464630103369"
"Netherlands Antilles","34588557","0.0027437566728580726"
"United Arab Emirates","10351919136","0.8211717882965507"
"Argentina","3194474518","0.2534034818231236"
"Armenia","163278533","0.012952161157033149"
"Antigua and Barbuda","59878779","0.004749917709601006"
"Australia","10481243104","0.8314304845515139"
"Austria","68329406207","5.420268449848488"
"Azerbaijan","995750650","0.0789884784855368"
"Burundi","19323461","0.0015328443757125435"
"Belgium","58675818040","4.654492157121677"
"Benin","93327573","0.007403262043582763"
"Burkina Faso","38369833","0.0030437085111761062"
"Bangladesh","620204972","0.049198107063696074"
"Bulgaria","2882230771","0.22863457156215328"
"Bahrain","480917374","0.03814904027380736"
"The Bahamas","22325583","0.001770989386220904"
"Bosnia and Herzegovina","862197546","0.06839430364670475"
"Belarus","2837685817","0.22510101811614927"
"Belize","12924444","0.0010252387651783358"
"Bermuda","887422267","0.07039526877990568"
"Bolivia","108062494","0.008572117911660362"
"Brazil","13848416257","1.098533382403318"
"Barbados","21094738","0.0016733519166380012"
"Brunei","169064261","0.013411117273859352"
"Bhutan","6191517","0.0004911455567187783"
"Botswana","49974071","0.0039642211953546695"
"Central African Republic","5847825","0.000463881996160067"
"Canada","8610742190","0.6830519510274173"
"Switzerland","55930703808","4.436734431877237"
"Chile","2411981304","0.19133176899108326"
"China","71560355351","5.676565301825142"
"Côte d'Ivoire","154493165","0.012255256915739886"
"Cameroon","170080938","0.013491765746789038"
"Democratic Republic of the Congo","126293270","0.010018284437236461"
"Republic of the Congo","86983511","0.006900015769228926"
"Colombia","1608609106","0.12760381904939716"
"Comoros","2166764","0.0001718797688931819"
"Cabo Verde","17802769","0.0014122146303790829"
"Costa Rica","208925759","0.01657315294732265"
"Cuba","222334298","0.017636792819738484"
"Cayman Islands","540522051","0.042877214688608764"
"Cyprus","937652850","0.07437983793344977"
"Czechia","35064860765","2.7815397360117675"
"Djibouti","9099842","0.0007218500676236406"
"Dominica","1155724","0.00009167845414835384"
"Denmark","18333010030","1.4542762973137757"
"Dominican Republic","207102817","0.016428547051311054"
"Algeria","1930860848","0.153166619123787"
"Ecuador","582060799","0.0461722991585151"
"Egypt","4073541380","0.32313595341772955"
"Eritrea","25720193","0.0020402687273408803"
"Spain","45295362262","3.593080002033222"
"Estonia","1572242186","0.1247189927346915"
"Ethiopia","188392345","0.014944328371638348"
"Finland","10127503345","0.8033698798777932"
"Fiji","3167726","0.0002512816406387237"
"Falkland Islands","636316","0.000050476123390934103"
"France","118280585131","9.38267371844216"
"Faroe Islands","14506152","0.0011507086389146988"
"Gabon","86054222","0.006826299398385136"
"United Kingdom","77275127806","6.129892830269644"
"Georgia","331459839","0.026293237530571528"
"Ghana","278820537","0.022117595392129864"
"Gibraltar","161508097","0.01281172032890412"
"Guinea","34101301","0.0027051048175236584"
"The Gambia","12329529","0.0009780467993199924"
"Guinea-Bissau","2864817","0.00022725321441617946"
"Equatorial Guinea","31382856","0.002489462644057224"
"Greece","7739873803","0.6139698280578932"
"Grenada","1953722","0.00015498009282114949"
"Greenland","4220121","0.000334763463940357"
"Guatemala","247387838","0.019624178924157833"
"Guam","9102319","0.0007220465570371386"
"Guyana","6541559","0.000518912834587022"
"Hong Kong","7451369996","0.5910841018449954"
"Honduras","119950506","0.009515141127460226"
"Croatia","2762596870","0.219144545303793"
"Haiti","35967836","0.002853168752696587"
"Hungary","18730673187","1.4858211501553833"
"Indonesia","2676431756","0.21230944933534665"
"India","12380604441","0.982098387307977"
"Ireland","5498578955","0.43617785786837593"
